status	validation_status	validation_notes	json_file	pdf_path	reference_index	reference_type	reference_text	suggest_author	suggest_title	suggest_journal	suggest_container_title	suggest_volume	suggest_issue	suggest_pages	suggest_date	suggest_publisher	final_author	final_title	final_journal	final_container_title	final_volume	final_issue	final_pages	final_date	final_publisher	reviewer_notes
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	24	book	Romm T. Iranians masqueraded as foreign journalists to push political messages online, new Twitter data shows. Washington Post, 17 October 2018. Downs A. An Economic Theory of Democracy. New York: Harper, 1957. Snyder J. Myths of Empire: Domestic Politics and Political Ambition. Ithaca, NY: Cornell University Press, 1991.	Romm, T.	Iranians masqueraded as foreign journalists to push political messages online, new Twitter data shows Downs A. An Economic Theory of Democracy		Myths of Empire: Domestic Politics and Political Ambition				2018-10-17 1957 1991	Harper Cornell University Press										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	25	book	Russett B. Grasping the Democratic Peace: Principles for a Post-Cold War World. Princeton, NJ: Princeton University Press, 1993. Van Evera S. The Causes of War. Ithaca, NY: Cornell University Press, 1999. Snyder J. From Voting to Violence: Democratization and Nationalist Conflict. New York: W.W. Norton, 2000.	Russett, B.	Grasping the Democratic Peace: Principles for a Post-Cold War World Van Evera S. The Causes of War		From Voting to Violence: Democratization and Nationalist Conflict				1993 1999 2000	Princeton University Press Cornell University Press W.W. Norton										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	26	book	Reiter D, Stam AC III. Democracies at War. Princeton, NJ: Princeton University Press, 2002. Milton J. Areopagitica: 1644. Alex. Murray, 1868;1. Mill JS. On liberty. In: John R. A Selection of His Works. London: Palgrave, 1966, 1-147. Coplan KS. Climate change, political truth, and the marketplace of ideas. Utah Law Review 2012:545.	Reiter, D.; AC, Stam; Mill, J.S.; Coplan, K.S.	Democracies at War Alex On liberty A Selection of His Works Climate change, political truth, and the marketplace of ideas		Milton J. Areopagitica Murray Utah Law Review	1868;1 2012	545	1–147	2002 1644 1966	Princeton University Press Palgrave										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	27	other	Owen JM. How liberalism produces democratic peace. Int Secur 1994; 19:87-125. Layne C. Kant or cant: the myth of the democratic peace. Int Secur 1994; 19:5-49. Russett B, Layne C, Spiro DE et al. The democratic peace. Int Secur 1995;19:164-84. Kinsella D. No rest for the democratic peace. Am Pol Sci Rev 2005;99: 453-7.	Owen, J.M.; Layne, C.; Russett, B.; Layne, C.; DE, Spiro; Kinsella, D.	How liberalism produces democratic peace Kant or cant: the myth of the democratic peace The democratic peace No rest for the democratic peace		Int Secur Int Secur Int Secur Am Pol Sci Rev	19 19 19 2005;99	87-125 5-49 164-84	453–7	1994 1994											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	28	chapter/conf	McCombs ME, Shaw DL. The evolution of agenda-setting research: twenty-five years in the marketplace of ideas. J Commun 1993;43: 58-67. Mirowski P. A visible hand in the marketplace of ideas: precision measurement as arbitrage. Sci Context 1994;7:563-89. Krebs RR, Kaufmann C. Selling the market short? The marketplace of ideas and the Iraq war. Int Secur 2005;29:196-207.	McCombs, M.E.; Shaw, D.L.; Mirowski, P.; Krebs, R.R.; Kaufmann, C.	The evolution of agenda-setting research: twenty-five years in the marketplace of ideas A visible hand in the marketplace of ideas: precision measurement as arbitrage Selling the market short? The marketplace of ideas and the Iraq war		J Commun Sci Context Int Secur	43 7 29	563-89 196-207	58–67	1993											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	29	other	Dunne T. Liberalism, international terrorism, and democratic wars. Int Relat 2009;23:107-14. Cramer JK, Thrall AT. Introduction: understanding threat inflation. In: Jane C. and A. Trevor Thrall eds American Foreign Policy and the Politics of Fear. Routledge, Oxford, Oxfordshire, 2009, 19-33.	Dunne, T.; Cramer, J.K.; Thrall, A.T.	Liberalism, international terrorism, and democratic wars Introduction: understanding threat inflation		American Foreign Policy and the Politics of Fear Int Relat	23	107-14	19–33	2009	Routledge										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	30	chapter/conf	Drezner DW. The Ideas Industry. Oxford University Press, New York, NY 2017. Dahl RA. On Democracy. Yale university press, New Haven, CT, 2008. Schumpeter JA. Capitalism, Socialism and Democracy. Routledge, London, UK, 2013. Kousser T. Retrospective voting and strategic behavior in European Parliament elections. Elect Stud 2004;23:1-21.	Drezner, D.W.; Democracy, Dahl R.A.On	The Ideas Industry Yale university press Schumpeter JA. Capitalism, Socialism and Democracy Kousser T		Retrospective voting and strategic behavior in European Parliament elections. Elect Stud	23		1–21	2017 2008 2013	Oxford University Press Routledge										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	31	other	Berry CR, Howell WG. Accountability and local elections: rethinking retrospective voting. J Polit 2007;69:844-58. Woon J. Democratic accountability and retrospective voting: a laboratory experiment. Am J Polit Sci 2012;56:913-30. Healy A, Malhotra N. Retrospective voting reconsidered. Annu Rev Polit Sci 2013;16:285-306.	Berry, C.R.; Howell, W.G.; Woon, J.; Healy, A.; Malhotra, N.	Accountability and local elections: rethinking retrospective voting Democratic accountability and retrospective voting: a laboratory experiment Retrospective voting reconsidered		J Polit Am J Polit Sci Annu Rev Polit Sci	69 56 16	913-30 285-306	844–58	2007											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	32	book	Christopher HA, Bartels LM. Democracy for Realists: Why Elections Do Not Produce Responsive Government, Vol. 4. Princeton University Press, Princeton, NJ, 2017. Schmuhl R, Picard RG. The marketplace of ideas. The press. Institutions of American democracy series 2005:141-55.	Christopher, H.A.; Bartels, L.M.; Schmuhl, R.; Picard, R.G.	Democracy for Realists: Why Elections Do Not Produce Responsive Government The marketplace of ideas		The press. Institutions of American democracy series	4 2005		141–55	2017	Princeton University Press										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	33	chapter/conf	Burnell P, Schlumberger O. Promoting democracy-promoting autocracy? International politics and national political regimes. Contemp Pol 2010;16:1-15. Klyamkin I, Timofeev L. Tenevaya Rossiya [Shadow Russia]. Economic and sociological research. Russian State Humanities University, Moscow, Russia, 2000. 224-5	Burnell, P.; Schlumberger, O.; Klyamkin, I.; Rossiya, Timofeev L.Tenevaya	Promoting democracy-promoting autocracy? International politics and national political regimes Economic and sociological research		Contemp Pol	16	1-15	224–5	2000	Russian State Humanities University										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	34	chapter/conf	Golosov GV. The 2012 political reform in Russia: the interplay of liberalizing concessions and authoritarian corrections. *Probl Post-Communism* 2012;59:3-14. Osipian AL. Loyalty as rent: corruption and politicization of Russian universities. Int J Sociol Soc Pol 2012;32:153-67.	Golosov, G.V.; Osipian, A.L.	The 2012 political reform in Russia: the interplay of liberalizing concessions and authoritarian corrections Loyalty as rent: corruption and politicization of Russian universities		*Probl Post-Communism* Int J Sociol Soc Pol	59 32	153-67	3–14	2012											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	35	chapter/conf	Calingaert D. Election rigging and how to fight it. J Democ 2006;17: 138-51. King G, Pan J, Roberts ME. How censorship in China allows government criticism but silences collective expression. Am Polit Sci Rev 2013;107: 326-43. King G, Pan J, Roberts ME. Reverse-engineering censorship in China: randomized experimentation and participant observation. Science 2014; 345:1251722.	Calingaert, D.; King, G.; Pan, J.; Roberts, M.E.; King, G.; Pan, J.; Roberts, M.E.	Election rigging and how to fight it How censorship in China allows government criticism but silences collective expression Reverse-engineering censorship in China: randomized experimentation and participant observation		J Democ Am Polit Sci Rev Science	2006;17 2013;107 345	1251722	138–51 326–43	2014											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	36	chapter/conf	Hassid J. Safety valve or pressure cooker? Blogs in Chinese political life. J Commun 2012;62:212-30. MacKinnon R. Networked authoritarianism in China and beyond: implications for global internet freedom. *Liberation Technology in Authoritarian Regimes*, Stanford University, Palo Alto, CA, 2010.	Hassid, J.; MacKinnon, R.	Safety valve or pressure cooker? Blogs in Chinese political life Networked authoritarianism in China and beyond: implications for global internet freedom		*Liberation Technology in Authoritarian Regimes* J Commun	62		212–30	2010											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	37	web/report	Han R. Adaptive persuasion in cyberspace: the 'Fifty Cents Army' in China, APSA 2013 Annual Meeting Paper, New York, NY, 2013. https://ssrn.com/abstract=2299744. Shane S, Mazetti M. The plot to subvert an election: unraveling the Russia story so far. New York Times, 20 September 2017.	Han, R.; Shane, S.; Mazetti, M.	Adaptive persuasion in cyberspace: the 'Fifty Cents Army' in China, APSA 2013 Annual Meeting Paper The plot to subvert an election: unraveling the Russia story so far		New York Times				2013 2017-09-20											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	38	web/report	Valeriano B, Jensen BM, Maness RC. Cyber Strategy: The Evolving Character of Power and Coercion. Oxford University Press, 2018. Mazzetti M, Benner K. U.S. Indicts 12 Russian Agents in 2016 Election Hacking. New York Times. 5 September 2018. Rid T. Disinformation: A Primer in Russian Active Measures and Influence Campaigns. U.S. Senate Select Committee on Intelligence Hearing, 30 March 2017. https://www.intelligence.senate.gov/sites/default/files/documents/os-trid-033017.pdf (1 October 2017, date last accessed).	Valeriano, B.; Jensen, B.M.; Maness, R.C.; Mazzetti, M.; U.S, Benner K.	Cyber Strategy: The Evolving Character of Power and Coercion Indicts 12 Russian Agents in 2016 Election Hacking		September 2018. Rid T. Disinformation: A Primer in Russian Active Measures and Influence Campaigns. U.S. Senate Select Committee on Intelligence Hearing New York Times	5			2018 2017-03-30 2017-10-01	Oxford University Press										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	39	web/report	Lipton E, Sanger DE, Shane S. The Perfect Weapon: How Russian Cyberpower Invaded the U.S. New York Times, 13 December 2016. https://www.nytimes.com/2016/12/13/us/politics/russia-hack-election-dnc.html?_r=0 (7 July 2017, date last accessed). Sanger DE, Corasaniti N. DNC Says Russian Hackers Penetrated Its Files, Including Dossier on Donald Trump. New York Times, 14 June 2016. https://www.nytimes.com/2016/06/15/us/politics/russian-hackers-dnc-trump.html? mcube=3&amp;_r=0 (29 September 2017, date last accessed).	Lipton, E.; Sanger, D.E.; Shane, S.; Sanger, D.E.; Corasaniti, N.	The Perfect Weapon: How Russian Cyberpower Invaded the U.S DNC Says Russian Hackers Penetrated Its Files, Including Dossier on Donald Trump		New York Times New York Times	mcube=3&amp;_r=0			2016-12-13 2017-07-07 2016-06-14 2017-09-29											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	40	chapter/conf	Farkas J, Bastos M. State propaganda in the age of social media: examining strategies of the internet research agency. In: 7th European Communication Conference (ECC), 2018.	Farkas, J.; Bastos, M.	State propaganda in the age of social media: examining strategies of the internet research agency		7th European Communication Conference (ECC				2018											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	42	chapter/conf	Boatwright BC, Linvill DL, Warren PL. Troll factories: the internet research agency and state-sponsored agenda building. Resource Centre on Media Freedom in Europe, 2018.	Boatwright, B.C.; Linvill, D.L.; Warren, P.L.	Troll factories: the internet research agency and state-sponsored agenda building		Resource Centre on Media Freedom in Europe				2018											
approved	valid	missing_container_or_publisher	/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	43	other	Linvill DL, Warren PL. Troll factories: the internet research agency and state-sponsored agenda building, 2018. pwarren.people.clemson.edu/Linvill_Warren_TrollFactory.pdf.	Linvill, D.L.; Warren, P.L.	Troll factories: the internet research agency and state-sponsored agenda building						2018		Linvill, D.L.; Warren, P.L.	Troll factories: the internet research agency and state-sponsored agenda building						(2018).	Unknown Source	
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	44	other	Farkas J, Bastos M. IRA propaganda on Twitter: stoking antagonism and tweeting local news. In: Proceedings of the 9th International Conference on Social Media and Society, pp. 281-5. ACM, 2018.	Farkas, J.; Bastos, M.	IRA propaganda on Twitter: stoking antagonism and tweeting local news		Proceedings of the 9th International Conference on Social Media and Society			281–5	2018	ACM										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	45	chapter/conf	Farwell JP. Countering Russian Meddling in US Political Processes. Parameters 2018;48:37-47.	Farwell, J.P.	Countering Russian Meddling in US Political Processes		Parameters	48		37–47	2018											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	46	book	Satter R, Donn J, Day C. Inside story: how Russians hacked the democrats' emails: how did Russian hackers pry into Clinton campaign emails? Huge effort made quick work. US News, 4 November 2017. Associated Press.	Satter, R.; Donn, J.; Day, C.	Inside story: how Russians hacked the democrats' emails: how did Russian hackers pry into Clinton campaign emails? Huge effort made quick work		US News				2017-11-04	Associated Press										
approved	valid	missing_container_or_publisher	/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	47	web/report	Dean K, et al., The Facebook Ads Russians Targeted at Different Groups, Washington Post, 1 November 2017. https://www.washingtonpost.com/graphics/2017/business/russian-ads-facebook-targeting/?nore direct=on&amp;utm_term=.eec213460940.	Dean, K.	The Facebook Ads Russians Targeted at Different Groups						2017-11-01		Dean, K.	The Facebook Ads Russians Targeted at Different Groups						(2017).	Unknown Source	
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	48	web/report	Politico Staff. The Social Media Ads Russia Wanted Americans to See, Politico, 1 November 2017. https://www.politico.com/story/2017/11/01/social-media-ads-russia-wanted-americans-to-see-244423.	Staff, Politico	The Social Media Ads Russia Wanted Americans to See		Politico				2017-11-01											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	49	other	Posner S. What Facebook can tell us about Russian sabotage of our election. Washington Post, 27 September 2017.	Posner, S.	What Facebook can tell us about Russian sabotage of our election						2017-09-27	Washington Post										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	50	web/report	Madrigal AC. What Facebook did to American democracy. Atlantic 2017;12. https://www.theatlantic.com/technology/archive/2017/10/what-facebook-did/542502/#121.	Madrigal, A.C.	What Facebook did to American democracy		Atlantic	12			2017											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	51	other	Kim YM, Hsu J, Neiman D et al. The stealth media? Groups and targets behind divisive issue campaigns on Facebook. Polit Commun 2018;35: 515-41.	Kim, Y.M.; Hsu, J.; D, Neiman	The stealth media? Groups and targets behind divisive issue campaigns on Facebook		Polit Commun	35		515–41	2018											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	52	chapter/conf	Bond RM, Fariss CJ, Jones JJ et al. A 61-million-person experiment in social influence and political mobilization. Nature 2012;489:295-8.	Bond, R.M.; Fariss, C.J.; JJ, Jones	A 61-million-person experiment in social influence and political mobilization		Nature	489		295–8	2012											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	53	other	Phillips C. Twitter CEO Jack Dorsey admits 'left-leaning' bias but says it doesn't influence company policy. Washington Post, 19 August 2018.	Phillips, C.	Twitter CEO Jack Dorsey admits 'left-leaning' bias but says it doesn't influence company policy						2018-08-19	Washington Post										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	54	other	Amanda S. Google apologizes for mis-tagging photos of African Americans. CBS News, 1 July 2015.	Amanda, S.	Google apologizes for mis-tagging photos of African Americans		CBS News				2015-07-01											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	55	other	Stefanidis A, Cotnoir A, Croitoru A et al. Demarcating new boundaries: mapping virtual polycentric communities through social media content. Cartogr Geogr Inf Sci 2013;40:116-29.	Stefanidis, A.; Cotnoir, A.; A, Croitoru	Demarcating new boundaries: mapping virtual polycentric communities through social media content		Cartogr Geogr Inf Sci	40		116–29	2013											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	56	chapter/conf	"Hemsley JJ, Eckert J. Examining the role of ""place"" in twitter networks through the lens of contentious politics. In: 2014 47th Hawaii International Conference on System Sciences (HICSS), pp. 1844-53. IEEE, Honolulu, HI, 2014."	Hemsley, J.J.; Eckert, J.	"Examining the role of ""place"" in twitter networks through the lens of contentious politics"		2014 47th Hawaii International Conference on System Sciences (HICSS			1844–53	2014	IEEE										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	57	chapter/conf	Anselin L, Williams S. Digital neighborhoods. J Urban 2016;9:305-28.	Anselin, L.; Williams, S.	Digital neighborhoods		J Urban	9		305–28	2016											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	58	other	Michael K. Bots trending now: disinformation and calculated manipulation of the masses. IEEE Technol Soc Mag 2017;36:6-11.	Michael, K.	Bots trending now: disinformation and calculated manipulation of the masses		IEEE Technol Soc Mag	36		6–11	2017											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	59	chapter/conf	Keller TR, Klinger U. Social bots in election campaigns: theoretical, empirical, and methodological implications. Polit Commun 2019;36:171-89.	Keller, T.R.; Klinger, U.	Social bots in election campaigns: theoretical, empirical, and methodological implications		Polit Commun	36		171–89	2019											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	60	chapter/conf	Manor I. The specter of echo chambers—public diplomacy in the age of disinformation. In: The Digitalization of Public Diplomacy. Cham: Palgrave Macmillan, 2019, 135-76.	Manor, I.	The specter of echo chambers—public diplomacy in the age of disinformation		The Digitalization of Public Diplomacy			135–76	2019	Palgrave Macmillan										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	61	chapter/conf	Woolley SC. Automating power: social bot interference in global politics. First Monday 2016;21.	Woolley, S.C.	Automating power: social bot interference in global politics		First Monday	21			2016											
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	62	other	Jamieson K. Could Russian trolls have helped elect Donald Trump? Washington Post, 10 November 2017.	Jamieson, K.	Could Russian trolls have helped elect Donald Trump?						2017-11-10	Washington Post										
approved	valid		/home/pantera/projects/TEIA/python_backend_legacy/dataset/04a8f917d910dabe8e35360e6d8a4af05c04154a8a3b883aa5b6c6b0197eb6bc.json	C:\Users\luano\Zotero\storage\Y2WGZPCI\Whyte - 2020 - Cyber conflict or democracy “hacked” How cyber operations enhance information warfare.pdf	63	book	Davlashyan N, Charlton A. Russian bots, trolls test Waters ahead of US midterms. Associated Press, 15 July 2018.	Davlashyan, N.; Charlton, A.	Russian bots, trolls test Waters ahead of US midterms						2018-07-15	Associated Press										
