json_file	pdf_path	reference_index	reference_text
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	21	Gjelten, T. Seeing the Internet as an Information Weapon. 2010. Available: http://www.npr.org/templates/story/story.php?storyId=130052701 [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	22	Goetz, J., Rosenbach, M. and Szandar, A. National Defense in Cyberspace. Spiegel Online International, No. 2, 2009. Available: https://www.spiegel.de/international/germany/war-of-the-future-national-defense-in-cyberspace-a-606987.html [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	23	Graham, D. E. Cyber Threats and the Law of War. Journal National Security Law and Policy, No. 4, 2010, p. 87.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	24	Green, J. A. (ed.). Cyber Warfare: A Multidisciplinary Analysis. London: Routledge, 2015.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	25	Hamilton, P. et al. (eds.). The Permanent Court of Arbitration: International Arbitration and Dispute Settlement, 1999.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	26	Handler, S. G. The New Cyber Face of Battle: Developing a Legal Approach to Accommodate Emerging Trends in Warfare. Stanford Journal of International Law, No. 48, 2012, p. 209.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	27	Haslam, E. Information Warfare: Technological Changes and International Law. Journal of Conflict and Security Law, No. 5, 2000, p. 157.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	28	Hollis, D. B. Why States Need an International Law for Information Operations. Lewis and Clark Law Review, No. 11, 2007, p. 1023.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	29	Holmberg, E. J. Armed Attacks in Cyberspace. Thesis on file at Stockholm University, 2015. Available: http://www.diva-portal.org/smash/get/diva2:854660/FULLTEXT01.pdf [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	30	Hudson, M. O. The Permanent Court of International Justice 1920-1942. New York: McMillan, 1943.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	31	Jensen, E. T. Computer Attacks on Critical National Infrastructure: A Use of Force Invoking the Right of Self-Defense. Stanley Journal of International Law, No. 38, 2002, p. 207.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	32	Jenkins, M. A. Defining the Parameters of Cyberwar Operations: Looking for Law in all the Wrong Places? Naval Law Review, No. 51, 2005, p. 132.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	33	Jochnick, C. and Normand, R. The Legitimation of Violence: A Critical History of the Laws of War. Harvard International Law Journal, No. 35, 1994, p. 49.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	34	Kanuck, S. P. Information Warfare: New Challenges for Public International Law. Harvard International Law Journal, No. 37, 1996, p. 272.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	35	Kington, T. Italy Weighs Cyber-Defense Command. Defense News, 31 May 2010. Available: www.defensenews.com/story.php?i=4649478 [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	36	Kuehl, D. T. Cyberspace to Cyberpower: Defining the Problem. In: Cyberpower and National Security, Kramer, F. D., Starr, S. H., and Wentz, L. (eds.). Washington: Potomac Books, 2009.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	37	Lillich, R. B. (ed.). Fact-Finding Before International Tribunals. London: Brill, 1992.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	38	Markoff, J. Before the Gunfire, Cyberattacks. The New York Times, 13 August 2008. Available: https://www.nytimes.com/2008/08/13/technology/13cyber.html [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	39	Lowenfeld, A. F. International Economic Law. Oxford: Oxford University Press, 2008, p. 536.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	40	Merrills, J. G. International Dispute Settlement. Cambridge: Cambridge University Press, 2011. McAfee Report. In the Crossfire - Critical Infrastructure in the Age of Cyber War. 2010. Available: http://resources.mcafee.com/content/NACIPReport [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	41	Muchlinski, P. Multinational Enterprises and the Law. Oxford: Oxford University Press, 1995.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	42	Nguyen, R. Navigating Jus ad Bellum in the Age of Cyber Warfare. California Law Review, No. 101, 2013, p. 1079.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	43	Ohlin, J. D., Govern, K., and Finkelstein, C. (eds.). Cyberwar, Law and Ethics for Virtual Conflicts. Oxford: Oxford University Press, 2015.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	44	Ophardt, J. A. Cyber Warfare and the Crime of Aggression: The Need for Individual Accountability on Tomorrow's Battlefield. Duke Law and Technology Review, No. 9, 2010, p. 1.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	45	Peck, C. and Lee, R. S. (eds.). Increasing the Effectiveness of the International Court of Justice. London: Martinus Nijhoff, 1997.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	46	Pedrozo, R. A. and Wollschlaeger, D. P. (eds.). International Law and the Changing Character of War. Newport: U.S. Naval War College, 2011.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	47	Pogany, I. The Regulation of Foreign Investment in Hungary, 4 ICSID Review. Foreign Investment Law Journal, 1989, p. 39.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	48	Rid, T. Cyber War Will Not Take Place. Journal of Strategic Studies, No. 35, 2012, p. 5.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	49	Roscini, M. Cyber Operations and the Use of Force in International Law. Oxford: Oxford University Press, 2014.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	50	Ruys, T. Armed Attack and Article 51 of the UN Charter: Evolutions in Customary Law and Practices. Cambridge: Cambridge University Press, 2010.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	51	Juridiská zinátne / Law, No. 13, 2020
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	52	Schmitt, M. N. Below the Threshold Cyber Operations: The Countermeasures Response Option and International Law. Virginia Journal of International Law, No. 54, 2014, p. 698.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	53	Schmitt, M. N. Computer Network Attack and the Use of Force in International Law: Thoughts on a Normative Framework. Columbia Journal of Transnational Law, No. 37, 1999, p. 885.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	54	Schmitt, M. N., Legitimacy Versus Legality Redux: Arming the Syrian Rebels. Journal of National Security, Law &amp; Policy, No. 7, 2014, p. 139.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	55	Schmitt, M. N. (ed.). Tallinn Manual on the International Law Applicable to Cyber Warfare. Cambridge: Cambridge University Press, 2013.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	56	Schmitt, M. N. and O'Donnell, B. T. (eds.). Computer Network Attack and International Law. Newport: Naval War College, 2001.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	57	Schreuer, C. The ICSID Convention: A Commentary. Cambridge: Cambridge University Press, 2001.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	58	Shackelford, S. J. From Nuclear War to Net War: Analogizing Cyber Attacks in International Law. Berkeley Journal of International Law, No. 27, 2009, p. 192.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	59	Shackelford, S. J. State Responsibility for Cyber-attacks: Competing Standards for a Growing Problem. Georgetown Journal of International Law, No. 42, 2011, p. 971.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	60	Sharp, W. G. Cyberspace and the Use of Force. Virginia: Aegis, 1999.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	61	Shaw, M. Title, Control and Closure? The Experience of the Eritrea-Ethiopia Boundary Commission. International and Comparative Law Quarterly, No. 56, 2007, p. 755.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	62	Silver, D. B., Computer Network Attack as a Use of Force Under Article 2(4) of the United Nations Charter. International Law Society, No. 76, 2002, p. 73.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	63	Springer, P. J. (ed.). Encyclopedia of Cyber Warfare. California: ABC-CLIO, 2017.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	64	"Sudworth, J. New ""cyber attacks"" hit S. Korea. BBC News, 9 July 2009. Available: http://news.bbc.co.uk/1/hi/world/asia-pacific/8142282.stm [last viewed 07.04.2020]."
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	65	Swaine, J. Georgia: Russia Conducting Cyber War. The Telegraph, 11 August 2008. Available: https://www.telegraph.co.uk/news/worldnews/europe/georgia/2539157/Georgia-Russia-conducting-cyber-war.html [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	66	Swanson, L. The Era of Cyber Warfare: Applying International Humanitarian Law to the 2008 Russian-Georgian Cyber Conflict. Loyola of Los Angeles International and Comparative Law Review, No. 32, 2010, p. 303. The United States National Security Strategy. 2010. Available: www.whitehouse.gov/sites/default/files/rss_viewer/national_security_strategy.pdf [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	67	Tsagourias, N. Cyber-attacks, Self-defence and the Problem of Attribution. Journal of Conflict and Security Law, No. 17, 2012, p. 229.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	68	Tubbs, D. Luzwick, P. G. and Sharp, W. G. Technology and Law: The Evolution of Digital Warfare. International Law Society, No. 76, 2002, p. 7.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	69	Tzu, S. The Art of Warfare. In: Giles, L. (transl.), Sun Tzu on the Art of War, 2000. U. S. Department of Defense. The National Military Strategy for Cyberspace Operations. 2006. Available: www.dod.gov/pubs/foi/ojcs/07-F-2105doc1.pdf [last viewed 07.04.2020]. United States National Military Strategy for Cyberspace Operations. 2006. Available: www.dtic.mil/doctrine/new_pubs/jp3_13.pdf [last viewed 07.04.2020].
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	70	Watts, S. Combatant Status and Computer Network Attack. Vancouver Journal of International Law, No. 50, 2010, p. 392.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28626425158d38ac231d5ad500b307290ad5950a746e3c09f53780296a5e10b9.json	C:\Users\luano\Zotero\storage\KKZ6E7ZU\ssrn_id3712264_code1687971.pdf	71	Wetter, J. G. (ed.). The International Arbitral Process: Public and Private. London: Oceana Publishers, 1979.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	1	Booz Allen Hamilton. (2016). When The Lights Went Out: Ukraine Cybersecurity Threat Briefing. Retrieved December 2017, from Booz Allen Hamilton: https://app.box.com/s/pbj4aeiapdbblzs19gzymgsk73sxbe56
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	2	Cherepanov, A. (2016). BlackEnergy by the SSHBearDoor: attacks against Ukrainian news media and electric industry. Retrieved 2016 February, from ESET: https://app.box.com/s/uo31npu9sese34f1ppggmrug48x7rlqp
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	3	Cherepanov, A. (2017). WIN32/INDUSTRYER A new threat for industrial control systems. Retrieved July 2017, from ESET WeLiveSecurity: https://app.box.com/s/ec8zyav7snyvm6vsfhy8ocvvngphe8lqp Cylance. (2014). Operation Cleaver. Retrieved 2018, from Cylance: http://www.cylance.com/operation-cleaver/
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	4	Cylance. (2018). Poking the Bear: Three-Year Campaign Targets Russian Critical Infrastructure. Retrieved December 2018, from Cylance: https://threatvector.cylance.com/en_us/home/poking-the-bear-three-year-campaign-targets-russian-critical-infrastructure.html Clarke and Knake (2015) Cyber War: The Next Threat to National Security and What to Do About It. New York, NY: Ecco, 2010.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	5	Dell Secureworks. (2019). LYCEUM Takes Center Stage in Middle East Campaign. Retrieved August 2019, from Dell Secureworks: https://www.secureworks.com/blog/lyceum-takes-center-stage-in-middle-east-campaign Dragos. (2017a). Analysis of Safety System Targeted Malware. Retrieved January 2018, from Dragos: https://dragos.com/blog/trisis
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	6	Dragos. (2017b). CRASHOVERRIDE Analysis of the Threat to Electric Grid Operations. Retrieved July 2017, from Dragos: https://app.box.com/s/cl2m9xifjoz0iajwthet2eaep26e13
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	7	Farwel, J. P., &amp; Rohozinski, R. (2011). Stuxnet and the Future of Cyber War. Survival, 53:1, 23-40. FireEye. (2018). TRITON Attribution: Russian Government-Owned Lab Most Likely Built Custom Intrusion Tools for TRITON Attackers. Retrieved November 2018, from FireEye: https://www.fireeye.com/blog/threat-research/2018/10/triton-attribution-russian-government-owned-lab-most-likely-built-tools.html
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	8	Gartzke, E. (2013). The Myth of Cyberwar: Bringing War in Cyberspace Back Down to Earth. Quarterly Journal: International Security, vol. 38. no. 2., pp. 41-73.
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	9	Greenberg, A. (2018). The Untold Story of NotPetya, the Most Devastating Cyberattack in History. Retrieved November 2019, from Wired: https://www.wired.com/story/notpetya-cyberattack-ukraine-russia-code-crashed-the-world/
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	10	Gross, J. (2016). Operation Dust Storm. Retrieved September 2018, from Cylance: https://app.box.com/s/dt9mscechq7heg83z7vgujp5ujjzd97c IBM X-Force. (2017). The Full Shamoon: How the Devastating Malware Was Inserted Into Networks. Retrieved March 2017, from IBM X-Force: https://securityintelligence.com/the-full-shamoon-how-the-devastating-malware-was-insertedinto-networks/
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	11	Izycki, E., &amp; Colli, R. (2019). Protection of critical infrastructures in national cyber security strategies. ECCWS 2019 - Proceedings of the 18th European Conference on Cyber Warfare and Security. Coimbra, Portugal: ACPI, Ltd (ISBN: 9781912764280).
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	12	Johnson, B., Caban, D., Krotofil, M., Scali, D., Brubaker, N., &amp; Glyer, C. (2017). Attackers Deploy New ICS Attack Framework. Retrieved January 2018, from FireEye: https://www.fireeye.com/blog/threat-research/2017/12/attackers-deploy-new-ics-attack-framework-triton.html
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	13	Kaspersky. (2016). BlackEnergy APT Attacks in Ukraine employ spearphishing with Word documents. Retrieved February 2016, from Kaspersky: https://app.box.com/s/igygz8ihex1hok5r1dp215ui0gz1ghwr Kaspersky. (2017a). ExPetr/Petya/NotPetya is a Wiper, Not Ransomware. Retrieved July 2017, from Kaspersky: https://securelist.com/expetrpetyanotpetya-is-a-wiper-not-ransomware/78902/
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	14	Kaspersky. (2017b). From Shamoon to StoneDrill. Retrieved March 2017, from SecureList: https://www.threatminer.org/ reports/2017/Report Shamoon StoneDrill final%20-%20Kaspersky%20Lab.pdf
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	15	Klijnsma, Y. (2016). Mofang. Retrieved 2018, from Fox-IT: https://blog.fox-it.com/2016/06/15/mofang-a-politically-motivated-information-stealing-adversary/
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	16	Levi, M., Dahan, A., &amp; Serper, A. (2019). Operation Soft Cell A Worldwide Campaign Against Telecommunications Providers. Retrieved June 2019, from Cybereason: https://www.cybereason.com/blog/operation-soft-cell-a-worldwide-campaign-against-telecommunications-providers
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	17	Matrosov, Aleksandr; Eugene Rodionov; David Harley; Juraj Malcho (2010). Stuxnet Under the Microscope. Retrieved December 2018, from ESET: https://www.welvesecurity.com/2010/10/20/stuxnet-under-the-microscope-revision-1-11/ McAfee. (2018). Operation Sharpshooter - Campaign Targets Global Defense, Critical Infrastructure. Retrieved December 2018, from McAfee: https://securingtomorrow.mcafee.com/other-blogs/mcafee-labs/operation-sharpshooter-targets-global-defense-critical-infrastructure/
/home/pantera/projects/TEIA/python_backend_legacy/dataset/28add7c603166421b0651b284b7edf5dad7cd15a0fe3573131128a36a5fcf740.json	C:\Users\luano\Zotero\storage\J2PN87QK\AX3R73NM.pdf	18	MISP. (2019). Malware Information Sharing Platform. Retrieved 05 10, 2019, from Malware Information Sharing Platform (MISP): https://www.misp-project.org/ MITRE. (2019). Groups - MITRE ATT&amp;CK. Retrieved 2019, from https://attack.mitre.org/groups/
